base	case	rep	artifact	secret	class	form	count
generated	override-literal	composed-path	support	base:key5	base	exact	1
generated	override-literal	composed-path	support	base:key6	base	exact	1
generated	override-literal	composed-path	support	base:key7	base	exact	1
generated	override-literal	composed-path	support	base:key8	base	exact	1
generated	override-literal	composed-path	support	base:secret0	base	exact	1
generated	override-literal	composed-path	support	base:secretboxencryptionsecret2	base	exact	1
generated	override-literal	composed-path	support	base:token3	base	exact	1
generated	override-ref	none	diff	reg-pass@1	ref	exact	1
generated	override-ref	none	support	base:bootstraptoken1	base	exact	1
generated	override-ref	none	support	base:key4	base	exact	1
generated	override-ref	none	support	base:key5	base	exact	1
generated	override-ref	none	support	base:key6	base	exact	1
generated	override-ref	none	support	base:key7	base	exact	1
generated	override-ref	none	support	base:key8	base	exact	1
generated	override-ref	none	support	base:secret0	base	exact	1
generated	override-ref	none	support	base:secretboxencryptionsecret2	base	exact	1
generated	override-ref	none	support	base:token3	base	exact	1
generated	override-ref	none	support	reg-pass@1	ref	exact	2
generated	override-ref	resolution-path	support	base:bootstraptoken1	base	exact	1
generated	override-ref	resolution-path	support	base:key4	base	exact	1
generated	override-ref	resolution-path	support	base:key5	base	exact	1
generated	override-ref	resolution-path	support	base:key6	base	exact	1
generated	override-ref	resolution-path	support	base:key7	base	exact	1
generated	override-ref	resolution-path	support	base:key8	base	exact	1
generated	override-ref	resolution-path	support	base:secret0	base	exact	1
generated	override-ref	resolution-path	support	base:secretboxencryptionsecret2	base	exact	1
generated	override-ref	resolution-path	support	base:token3	base	exact	1
generated	override-ref	composed-path	support	base:bootstraptoken1	base	exact	1
generated	override-ref	composed-path	support	base:key4	base	exact	1
generated	override-ref	composed-path	support	base:key5	base	exact	1
generated	override-ref	composed-path	support	base:key6	base	exact	1
generated	override-ref	composed-path	support	base:key7	base	exact	1
generated	override-ref	composed-path	support	base:key8	base	exact	1
generated	override-ref	composed-path	support	base:secret0	base	exact	1
generated	override-ref	composed-path	support	base:secretboxencryptionsecret2	base	exact	1
generated	override-ref	composed-path	support	base:token3	base	exact	1
generated	ref-over-ref	none	diff	pass-b@1	ref	exact	1
generated	ref-over-ref	none	support	base:bootstraptoken1	base	exact	1
generated	ref-over-ref	none	support	base:key4	base	exact	1
generated	ref-over-ref	none	support	base:key5	base	exact	1
generated	ref-over-ref	none	support	base:key6	base	exact	1
generated	ref-over-ref	none	support	base:key7	base	exact	1
generated	ref-over-ref	none	support	base:key8	base	exact	1
generated	ref-over-ref	none	support	base:secret0	base	exact	1
generated	ref-over-ref	none	support	base:secretboxencryptionsecret2	base	exact	1
generated	ref-over-ref	none	support	base:token3	base	exact	1
generated	ref-over-ref	none	support	pass-a@1	ref	exact	1
generated	ref-over-ref	none	support	pass-b@1	ref	exact	2
generated	ref-over-ref	resolution-path	support	base:bootstraptoken1	base	exact	1
generated	ref-over-ref	resolution-path	support	base:key4	base	exact	1
generated	ref-over-ref	resolution-path	support	base:key5	base	exact	1
generated	ref-over-ref	resolution-path	support	base:key6	base	exact	1
generated	ref-over-ref	resolution-path	support	base:key7	base	exact	1
generated	ref-over-ref	resolution-path	support	base:key8	base	exact	1
generated	ref-over-ref	resolution-path	support	base:secret0	base	exact	1
generated	ref-over-ref	resolution-path	support	base:secretboxencryptionsecret2	base	exact	1
generated	ref-over-ref	resolution-path	support	base:token3	base	exact	1
generated	ref-over-ref	composed-path	support	base:bootstraptoken1	base	exact	1
generated	ref-over-ref	composed-path	support	base:key4	base	exact	1
generated	ref-over-ref	composed-path	support	base:key5	base	exact	1
generated	ref-over-ref	composed-path	support	base:key6	base	exact	1
generated	ref-over-ref	composed-path	support	base:key7	base	exact	1
generated	ref-over-ref	composed-path	support	base:key8	base	exact	1
generated	ref-over-ref	composed-path	support	base:secret0	base	exact	1
generated	ref-over-ref	composed-path	support	base:secretboxencryptionsecret2	base	exact	1
generated	ref-over-ref	composed-path	support	base:token3	base	exact	1
generated	rotate-r1	none	diff	reg-pass@1	ref	exact	1
generated	rotate-r1	none	support	base:bootstraptoken1	base	exact	1
generated	rotate-r1	none	support	base:key4	base	exact	1
generated	rotate-r1	none	support	base:key5	base	exact	1
generated	rotate-r1	none	support	base:key6	base	exact	1
generated	rotate-r1	none	support	base:key7	base	exact	1
generated	rotate-r1	none	support	base:key8	base	exact	1
generated	rotate-r1	none	support	base:secret0	base	exact	1
generated	rotate-r1	none	support	base:secretboxencryptionsecret2	base	exact	1
generated	rotate-r1	none	support	base:token3	base	exact	1
generated	rotate-r1	none	support	reg-pass@1	ref	exact	2
generated	rotate-r1	resolution-path	support	base:bootstraptoken1	base	exact	1
generated	rotate-r1	resolution-path	support	base:key4	base	exact	1
generated	rotate-r1	resolution-path	support	base:key5	base	exact	1
generated	rotate-r1	resolution-path	support	base:key6	base	exact	1
generated	rotate-r1	resolution-path	support	base:key7	base	exact	1
generated	rotate-r1	resolution-path	support	base:key8	base	exact	1
generated	rotate-r1	resolution-path	support	base:secret0	base	exact	1
generated	rotate-r1	resolution-path	support	base:secretboxencryptionsecret2	base	exact	1
generated	rotate-r1	resolution-path	support	base:token3	base	exact	1
generated	rotate-r1	composed-path	support	base:bootstraptoken1	base	exact	1
generated	rotate-r1	composed-path	support	base:key4	base	exact	1
generated	rotate-r1	composed-path	support	base:key5	base	exact	1
generated	rotate-r1	composed-path	support	base:key6	base	exact	1
generated	rotate-r1	composed-path	support	base:key7	base	exact	1
generated	rotate-r1	composed-path	support	base:key8	base	exact	1
generated	rotate-r1	composed-path	support	base:secret0	base	exact	1
generated	rotate-r1	composed-path	support	base:secretboxencryptionsecret2	base	exact	1
generated	rotate-r1	composed-path	support	base:token3	base	exact	1
generated	rotate-r2	none	diff	reg-pass@2	ref	exact	1
generated	rotate-r2	none	support	base:bootstraptoken1	base	exact	1
generated	rotate-r2	none	support	base:key4	base	exact	1
generated	rotate-r2	none	support	base:key5	base	exact	1
generated	rotate-r2	none	support	base:key6	base	exact	1
generated	rotate-r2	none	support	base:key7	base	exact	1
generated	rotate-r2	none	support	base:key8	base	exact	1
generated	rotate-r2	none	support	base:secret0	base	exact	1
generated	rotate-r2	none	support	base:secretboxencryptionsecret2	base	exact	1
generated	rotate-r2	none	support	base:token3	base	exact	1
generated	rotate-r2	none	support	reg-pass@2	ref	exact	2
generated	rotate-r2	resolution-path	support	base:bootstraptoken1	base	exact	1
generated	rotate-r2	resolution-path	support	base:key4	base	exact	1
generated	rotate-r2	resolution-path	support	base:key5	base	exact	1
generated	rotate-r2	resolution-path	support	base:key6	base	exact	1
generated	rotate-r2	resolution-path	support	base:key7	base	exact	1
generated	rotate-r2	resolution-path	support	base:key8	base	exact	1
generated	rotate-r2	resolution-path	support	base:secret0	base	exact	1
generated	rotate-r2	resolution-path	support	base:secretboxencryptionsecret2	base	exact	1
generated	rotate-r2	resolution-path	support	base:token3	base	exact	1
generated	rotate-r2	composed-path	support	base:bootstraptoken1	base	exact	1
generated	rotate-r2	composed-path	support	base:key4	base	exact	1
generated	rotate-r2	composed-path	support	base:key5	base	exact	1
generated	rotate-r2	composed-path	support	base:key6	base	exact	1
generated	rotate-r2	composed-path	support	base:key7	base	exact	1
generated	rotate-r2	composed-path	support	base:key8	base	exact	1
generated	rotate-r2	composed-path	support	base:secret0	base	exact	1
generated	rotate-r2	composed-path	support	base:secretboxencryptionsecret2	base	exact	1
generated	rotate-r2	composed-path	support	base:token3	base	exact	1
generated	string	none	diff	reg-pass@1	ref	exact	1
generated	string	none	support	base:bootstraptoken1	base	exact	1
generated	string	none	support	base:key4	base	exact	1
generated	string	none	support	base:key5	base	exact	1
generated	string	none	support	base:key6	base	exact	1
generated	string	none	support	base:key7	base	exact	1
generated	string	none	support	base:key8	base	exact	1
generated	string	none	support	base:secret0	base	exact	1
generated	string	none	support	base:secretboxencryptionsecret2	base	exact	1
generated	string	none	support	base:token3	base	exact	1
generated	string	none	support	reg-pass@1	ref	exact	2
generated	string	resolution-path	support	base:bootstraptoken1	base	exact	1
generated	string	resolution-path	support	base:key4	base	exact	1
generated	string	resolution-path	support	base:key5	base	exact	1
generated	string	resolution-path	support	base:key6	base	exact	1
generated	string	resolution-path	support	base:key7	base	exact	1
generated	string	resolution-path	support	base:key8	base	exact	1
generated	string	resolution-path	support	base:secret0	base	exact	1
generated	string	resolution-path	support	base:secretboxencryptionsecret2	base	exact	1
generated	string	resolution-path	support	base:token3	base	exact	1
generated	string	composed-path	support	base:bootstraptoken1	base	exact	1
generated	string	composed-path	support	base:key4	base	exact	1
generated	string	composed-path	support	base:key5	base	exact	1
generated	string	composed-path	support	base:key6	base	exact	1
generated	string	composed-path	support	base:key7	base	exact	1
generated	string	composed-path	support	base:key8	base	exact	1
generated	string	composed-path	support	base:secret0	base	exact	1
generated	string	composed-path	support	base:secretboxencryptionsecret2	base	exact	1
generated	string	composed-path	support	base:token3	base	exact	1
generated	type-mismatch	none	errors	prism-port@1	ref	prefix	1
generated	type-mismatch	none	log	prism-port@1	ref	prefix	1
generated	type-mismatch	none	support	prism-port@1	ref	exact	1
generated	type-mismatch	none	support	prism-port@1	ref	prefix	2
generated	type-mismatch	value	errors	prism-port@1	ref	prefix	1
generated	type-mismatch	value	log	prism-port@1	ref	prefix	1
generated	type-mismatch	value	support	prism-port@1	ref	prefix	2
generated	type-mismatch	resolution-path	errors	prism-port@1	ref	prefix	1
generated	type-mismatch	resolution-path	log	prism-port@1	ref	prefix	1
generated	type-mismatch	resolution-path	support	prism-port@1	ref	prefix	2
generated	type-mismatch	schema	errors	prism-port@1	ref	prefix	1
generated	type-mismatch	schema	log	prism-port@1	ref	prefix	1
generated	type-mismatch	schema	support	prism-port@1	ref	exact	1
generated	type-mismatch	schema	support	prism-port@1	ref	prefix	2
generated	type-mismatch-two	none	errors	api-port@1	ref	exact	1
generated	type-mismatch-two	none	errors	prism-port@1	ref	prefix	1
generated	type-mismatch-two	none	log	api-port@1	ref	exact	1
generated	type-mismatch-two	none	log	prism-port@1	ref	prefix	1
generated	type-mismatch-two	none	support	api-port@1	ref	exact	3
generated	type-mismatch-two	none	support	prism-port@1	ref	exact	1
generated	type-mismatch-two	none	support	prism-port@1	ref	prefix	2
generated	type-mismatch-two	value	errors	prism-port@1	ref	prefix	1
generated	type-mismatch-two	value	log	prism-port@1	ref	prefix	1
generated	type-mismatch-two	value	support	prism-port@1	ref	prefix	2
generated	type-mismatch-two	resolution-path	errors	api-port@1	ref	exact	1
generated	type-mismatch-two	resolution-path	errors	prism-port@1	ref	prefix	1
generated	type-mismatch-two	resolution-path	log	api-port@1	ref	exact	1
generated	type-mismatch-two	resolution-path	log	prism-port@1	ref	prefix	1
generated	type-mismatch-two	resolution-path	support	api-port@1	ref	exact	2
generated	type-mismatch-two	resolution-path	support	prism-port@1	ref	prefix	2
generated	type-mismatch-two	schema	errors	api-port@1	ref	exact	1
generated	type-mismatch-two	schema	errors	prism-port@1	ref	prefix	1
generated	type-mismatch-two	schema	log	api-port@1	ref	exact	1
generated	type-mismatch-two	schema	log	prism-port@1	ref	prefix	1
generated	type-mismatch-two	schema	support	api-port@1	ref	exact	3
generated	type-mismatch-two	schema	support	prism-port@1	ref	exact	1
generated	type-mismatch-two	schema	support	prism-port@1	ref	prefix	2
generated	unidentified-embedded	none	diff	base:key4	base	exact	1
generated	unidentified-embedded	none	support	base:bootstraptoken1	base	exact	1
generated	unidentified-embedded	none	support	base:key4	base	exact	1
generated	unidentified-embedded	none	support	base:key5	base	exact	1
generated	unidentified-embedded	none	support	base:key6	base	exact	1
generated	unidentified-embedded	none	support	base:key7	base	exact	1
generated	unidentified-embedded	none	support	base:key8	base	exact	1
generated	unidentified-embedded	none	support	base:secret0	base	exact	1
generated	unidentified-embedded	none	support	base:secretboxencryptionsecret2	base	exact	1
generated	unidentified-embedded	none	support	base:token3	base	exact	1
generated	unidentified-embedded	resolution-path	diff	base:key4	base	exact	1
generated	unidentified-embedded	resolution-path	support	base:bootstraptoken1	base	exact	1
generated	unidentified-embedded	resolution-path	support	base:key4	base	exact	1
generated	unidentified-embedded	resolution-path	support	base:key5	base	exact	1
generated	unidentified-embedded	resolution-path	support	base:key6	base	exact	1
generated	unidentified-embedded	resolution-path	support	base:key7	base	exact	1
generated	unidentified-embedded	resolution-path	support	base:key8	base	exact	1
generated	unidentified-embedded	resolution-path	support	base:secret0	base	exact	1
generated	unidentified-embedded	resolution-path	support	base:secretboxencryptionsecret2	base	exact	1
generated	unidentified-embedded	resolution-path	support	base:token3	base	exact	1
generated	unidentified-embedded	composed-path	diff	base:key4	base	exact	1
generated	unidentified-embedded	composed-path	support	base:bootstraptoken1	base	exact	1
generated	unidentified-embedded	composed-path	support	base:key4	base	exact	1
generated	unidentified-embedded	composed-path	support	base:key5	base	exact	1
generated	unidentified-embedded	composed-path	support	base:key6	base	exact	1
generated	unidentified-embedded	composed-path	support	base:key7	base	exact	1
generated	unidentified-embedded	composed-path	support	base:key8	base	exact	1
generated	unidentified-embedded	composed-path	support	base:secret0	base	exact	1
generated	unidentified-embedded	composed-path	support	base:secretboxencryptionsecret2	base	exact	1
generated	unidentified-embedded	composed-path	support	base:token3	base	exact	1
generated	whole-content	none	diff	script@1	ref	line	3
generated	whole-content	none	support	base:bootstraptoken1	base	exact	1
generated	whole-content	none	support	base:key4	base	exact	1
generated	whole-content	none	support	base:key5	base	exact	1
generated	whole-content	none	support	base:key6	base	exact	1
generated	whole-content	none	support	base:key7	base	exact	1
generated	whole-content	none	support	base:key8	base	exact	1
generated	whole-content	none	support	base:secret0	base	exact	1
generated	whole-content	none	support	base:secretboxencryptionsecret2	base	exact	1
generated	whole-content	none	support	base:token3	base	exact	1
generated	whole-content	none	support	script@1	ref	line	6
generated	whole-content	resolution-path	support	base:bootstraptoken1	base	exact	1
generated	whole-content	resolution-path	support	base:key4	base	exact	1
generated	whole-content	resolution-path	support	base:key5	base	exact	1
generated	whole-content	resolution-path	support	base:key6	base	exact	1
generated	whole-content	resolution-path	support	base:key7	base	exact	1
generated	whole-content	resolution-path	support	base:key8	base	exact	1
generated	whole-content	resolution-path	support	base:secret0	base	exact	1
generated	whole-content	resolution-path	support	base:secretboxencryptionsecret2	base	exact	1
generated	whole-content	resolution-path	support	base:token3	base	exact	1
generated	whole-content	schema	diff	script@1	ref	line	3
generated	whole-content	schema	support	script@1	ref	line	6
generated	whole-content	composed-path	support	base:bootstraptoken1	base	exact	1
generated	whole-content	composed-path	support	base:key4	base	exact	1
generated	whole-content	composed-path	support	base:key5	base	exact	1
generated	whole-content	composed-path	support	base:key6	base	exact	1
generated	whole-content	composed-path	support	base:key7	base	exact	1
generated	whole-content	composed-path	support	base:key8	base	exact	1
generated	whole-content	composed-path	support	base:secret0	base	exact	1
generated	whole-content	composed-path	support	base:secretboxencryptionsecret2	base	exact	1
generated	whole-content	composed-path	support	base:token3	base	exact	1
generated	yaml-escape	none	diff	reg-pass@1	ref	yaml-escaped	1
generated	yaml-escape	none	support	base:bootstraptoken1	base	exact	1
generated	yaml-escape	none	support	base:key4	base	exact	1
generated	yaml-escape	none	support	base:key5	base	exact	1
generated	yaml-escape	none	support	base:key6	base	exact	1
generated	yaml-escape	none	support	base:key7	base	exact	1
generated	yaml-escape	none	support	base:key8	base	exact	1
generated	yaml-escape	none	support	base:secret0	base	exact	1
generated	yaml-escape	none	support	base:secretboxencryptionsecret2	base	exact	1
generated	yaml-escape	none	support	base:token3	base	exact	1
generated	yaml-escape	none	support	reg-pass@1	ref	yaml-escaped	2
generated	yaml-escape	value	diff	reg-pass@1	ref	yaml-escaped	1
generated	yaml-escape	value	support	reg-pass@1	ref	yaml-escaped	2
generated	yaml-escape	resolution-path	support	base:bootstraptoken1	base	exact	1
generated	yaml-escape	resolution-path	support	base:key4	base	exact	1
generated	yaml-escape	resolution-path	support	base:key5	base	exact	1
generated	yaml-escape	resolution-path	support	base:key6	base	exact	1
generated	yaml-escape	resolution-path	support	base:key7	base	exact	1
generated	yaml-escape	resolution-path	support	base:key8	base	exact	1
generated	yaml-escape	resolution-path	support	base:secret0	base	exact	1
generated	yaml-escape	resolution-path	support	base:secretboxencryptionsecret2	base	exact	1
generated	yaml-escape	resolution-path	support	base:token3	base	exact	1
generated	yaml-escape	composed-path	support	base:bootstraptoken1	base	exact	1
generated	yaml-escape	composed-path	support	base:key4	base	exact	1
generated	yaml-escape	composed-path	support	base:key5	base	exact	1
generated	yaml-escape	composed-path	support	base:key6	base	exact	1
generated	yaml-escape	composed-path	support	base:key7	base	exact	1
generated	yaml-escape	composed-path	support	base:key8	base	exact	1
generated	yaml-escape	composed-path	support	base:secret0	base	exact	1
generated	yaml-escape	composed-path	support	base:secretboxencryptionsecret2	base	exact	1
generated	yaml-escape	composed-path	support	base:token3	base	exact	1
